AllocCPUS%|%AllocNodes%|%CPUTimeRAW%|%End%|%ExitCode%|%Flags%|%Group%|%JobID%|%JobName%|%NCPUS%|%NNodes%|%NodeList%|%NTasks%|%Partition%|%ReqCPUS%|%ReqMem%|%ReqNodes%|%Start%|%State%|%Submit%|%SystemCPU%|%TimelimitRaw%|%TotalCPU%|%UserCPU%|%
448%|%0%|%0%|%2024-08-25T20:14:30%|%0:0%|%StartRecieved%|%example%|%100733%|%sbatch%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%None%|%CANCELLED by 18362%|%2024-08-25T20:13:08%|%00:00:00%|%30%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%2024-08-25T20:14:30%|%0:0%|%StartRecieved%|%example%|%100734%|%sbatch%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%None%|%CANCELLED by 18362%|%2024-08-25T20:13:13%|%00:00:00%|%30%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%2024-08-25T20:14:30%|%0:0%|%StartRecieved%|%example%|%100735%|%sbatch%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%None%|%CANCELLED by 18362%|%2024-08-25T20:13:16%|%00:00:00%|%30%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%2024-08-25T22:42:39%|%0:0%|%StartRecieved%|%example%|%100736%|%sbatch%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%None%|%CANCELLED by 18362%|%2024-08-25T20:14:45%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
896%|%0%|%0%|%2024-08-25T20:20:51%|%0:0%|%StartRecieved%|%example%|%100737%|%sbatch%|%896%|%8%|%None assigned%|%%|%development%|%896%|%3859968M%|%0.00M%|%None%|%CANCELLED by 18362%|%2024-08-25T20:16:10%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
896%|%8%|%0%|%2024-08-25T22:14:11%|%126:0%|%SchedMain,StartRecieved%|%example%|%100738%|%sbatch%|%896%|%8%|%icpnp[333-340]%|%%|%development%|%896%|%3859968M%|%0.00M%|%2024-08-25T22:14:11%|%FAILED%|%2024-08-25T20:16:14%|%00:00.219%|%480%|%00:00.313%|%00:00.094%|%
112%|%1%|%0%|%2024-08-25T22:14:11%|%126:0%|%%|%%|%100738.batch%|%batch%|%112%|%1%|%icpnp333%|%1%|%%|%112%|%%|%0.00M%|%2024-08-25T22:14:11%|%FAILED%|%2024-08-25T22:14:11%|%00:00.216%|%%|%00:00.308%|%00:00.092%|%
896%|%8%|%896%|%2024-08-25T22:14:12%|%0:0%|%%|%%|%100738.extern%|%extern%|%896%|%8%|%icpnp[333-340]%|%8%|%%|%896%|%%|%0.00M%|%2024-08-25T22:14:11%|%COMPLETED%|%2024-08-25T22:14:11%|%00:00.003%|%%|%00:00.005%|%00:00.001%|%
448%|%0%|%0%|%2024-08-25T22:42:39%|%0:0%|%StartRecieved%|%example%|%100739%|%sbatch%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%None%|%CANCELLED by 18362%|%2024-08-25T20:16:17%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%2024-08-25T22:42:39%|%0:0%|%StartRecieved%|%example%|%100740%|%sbatch%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%None%|%CANCELLED by 18362%|%2024-08-25T20:18:27%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%2024-08-25T22:42:39%|%0:0%|%StartRecieved%|%example%|%100741%|%sbatch%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%None%|%CANCELLED by 18362%|%2024-08-25T20:18:57%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%2024-08-25T22:42:39%|%0:0%|%StartRecieved%|%example%|%100742%|%sbatch%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%None%|%CANCELLED by 18362%|%2024-08-25T20:19:04%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%2024-08-25T22:42:39%|%0:0%|%StartRecieved%|%example%|%100743%|%sbatch%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%None%|%CANCELLED by 18362%|%2024-08-25T20:19:07%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%2024-08-25T22:42:39%|%0:0%|%StartRecieved%|%example%|%100744%|%sbatch%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%None%|%CANCELLED by 18362%|%2024-08-25T20:19:12%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%2024-08-25T22:42:39%|%0:0%|%StartRecieved%|%example%|%100745%|%sbatch%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%None%|%CANCELLED by 18362%|%2024-08-25T20:19:19%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%2024-08-25T22:42:39%|%0:0%|%StartRecieved%|%example%|%100746%|%sbatch%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%None%|%CANCELLED by 18362%|%2024-08-25T20:28:09%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%2024-08-25T22:42:39%|%0:0%|%StartRecieved%|%example%|%100747%|%sbatch%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%None%|%CANCELLED by 18362%|%2024-08-25T20:28:25%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%2024-08-25T22:42:39%|%0:0%|%StartRecieved%|%example%|%100748%|%sbatch%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%None%|%CANCELLED by 18362%|%2024-08-25T20:28:30%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%2024-08-25T22:42:39%|%0:0%|%StartRecieved%|%example%|%100749%|%sbatch%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%None%|%CANCELLED by 18362%|%2024-08-25T20:28:35%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
448%|%0%|%0%|%2024-08-25T22:42:39%|%0:0%|%StartRecieved%|%example%|%100750%|%sbatch%|%448%|%4%|%None assigned%|%%|%ct448%|%448%|%1929984M%|%0.00M%|%None%|%CANCELLED by 18362%|%2024-08-25T20:28:39%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
448%|%8%|%433664%|%2024-08-25T23:51:11%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100751%|%Mo55s%|%448%|%8%|%icpnp[317-323,343]%|%%|%development%|%448%|%1929984M%|%0.00M%|%2024-08-25T23:35:03%|%COMPLETED%|%2024-08-25T20:30:22%|%03:44.363%|%480%|%4-23:21:36%|%4-23:17:52%|%
56%|%1%|%54208%|%2024-08-25T23:51:11%|%0:0%|%%|%%|%100751.batch%|%batch%|%56%|%1%|%icpnp317%|%1%|%%|%56%|%%|%0.00M%|%2024-08-25T23:35:03%|%COMPLETED%|%2024-08-25T23:35:03%|%00:00.067%|%%|%00:00.122%|%00:00.055%|%
448%|%8%|%433664%|%2024-08-25T23:51:11%|%0:0%|%%|%%|%100751.extern%|%extern%|%448%|%8%|%icpnp[317-323,343]%|%8%|%%|%448%|%%|%0.00M%|%2024-08-25T23:35:03%|%COMPLETED%|%2024-08-25T23:35:03%|%00:00.002%|%%|%00:00.005%|%00:00.002%|%
448%|%8%|%433216%|%2024-08-25T23:51:11%|%0:0%|%%|%%|%100751.0%|%hydra_bstrap_proxy%|%448%|%8%|%icpnp[317-323,343]%|%8%|%%|%448%|%%|%0.00M%|%2024-08-25T23:35:04%|%COMPLETED%|%2024-08-25T23:35:04%|%03:44.293%|%%|%4-23:21:36%|%4-23:17:52%|%
280%|%5%|%8072120%|%2024-08-26T07:35:32%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100752%|%RuMLAIMD%|%280%|%5%|%icpnp[317-321]%|%%|%development%|%280%|%1206240M%|%0.00M%|%2024-08-25T23:35:03%|%TIMEOUT%|%2024-08-25T20:49:16%|%4-09:48:12%|%480%|%92-20:28:56%|%88-10:40:44%|%
56%|%1%|%1614480%|%2024-08-26T07:35:33%|%0:15%|%%|%%|%100752.batch%|%batch%|%56%|%1%|%icpnp317%|%1%|%%|%56%|%%|%0.00M%|%2024-08-25T23:35:03%|%CANCELLED%|%2024-08-25T23:35:03%|%00:00.008%|%%|%00:00.047%|%00:00.038%|%
280%|%5%|%8072120%|%2024-08-26T07:35:32%|%0:0%|%%|%%|%100752.extern%|%extern%|%280%|%5%|%icpnp[317-321]%|%5%|%%|%280%|%%|%0.00M%|%2024-08-25T23:35:03%|%COMPLETED%|%2024-08-25T23:35:03%|%00:00.004%|%%|%00:00.004%|%00:00:00%|%
280%|%5%|%8072960%|%2024-08-26T07:35:36%|%5:0%|%%|%%|%100752.0%|%hydra_bstrap_proxy%|%280%|%5%|%icpnp[317-321]%|%5%|%%|%280%|%%|%0.00M%|%2024-08-25T23:35:04%|%FAILED%|%2024-08-25T23:35:04%|%4-09:48:12%|%%|%92-20:28:56%|%88-10:40:44%|%
64%|%1%|%320%|%2024-08-26T03:40:38%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100753%|%membrane%|%64%|%1%|%icpnp139%|%%|%ct112%|%64%|%275712M%|%0.00M%|%2024-08-26T03:40:33%|%COMPLETED%|%2024-08-25T20:50:16%|%00:00.357%|%5760%|%00:00.585%|%00:00.227%|%
64%|%1%|%320%|%2024-08-26T03:40:38%|%0:0%|%%|%%|%100753.batch%|%batch%|%64%|%1%|%icpnp139%|%1%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:33%|%COMPLETED%|%2024-08-26T03:40:33%|%00:00.143%|%%|%00:00.232%|%00:00.089%|%
64%|%1%|%320%|%2024-08-26T03:40:38%|%0:0%|%%|%%|%100753.extern%|%extern%|%64%|%1%|%icpnp139%|%1%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:33%|%COMPLETED%|%2024-08-26T03:40:33%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
64%|%1%|%64%|%2024-08-26T03:40:34%|%2:0%|%%|%%|%100753.0%|%gmx%|%64%|%1%|%icpnp139%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:33%|%FAILED%|%2024-08-26T03:40:33%|%00:00.013%|%%|%00:00.027%|%00:00.013%|%
64%|%1%|%0%|%2024-08-26T03:40:34%|%2:0%|%%|%%|%100753.1%|%gmx%|%64%|%1%|%icpnp139%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:34%|%FAILED%|%2024-08-26T03:40:34%|%00:00.011%|%%|%00:00.020%|%00:00.008%|%
64%|%1%|%0%|%2024-08-26T03:40:34%|%2:0%|%%|%%|%100753.2%|%gmx%|%64%|%1%|%icpnp139%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:34%|%FAILED%|%2024-08-26T03:40:34%|%00:00.016%|%%|%00:00.020%|%00:00.004%|%
64%|%1%|%64%|%2024-08-26T03:40:35%|%2:0%|%%|%%|%100753.3%|%gmx%|%64%|%1%|%icpnp139%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:34%|%FAILED%|%2024-08-26T03:40:34%|%00:00.018%|%%|%00:00.022%|%00:00.003%|%
64%|%1%|%0%|%2024-08-26T03:40:35%|%2:0%|%%|%%|%100753.4%|%gmx%|%64%|%1%|%icpnp139%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:35%|%FAILED%|%2024-08-26T03:40:35%|%00:00.013%|%%|%00:00.021%|%00:00.007%|%
64%|%1%|%0%|%2024-08-26T03:40:35%|%2:0%|%%|%%|%100753.5%|%gmx%|%64%|%1%|%icpnp139%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:35%|%FAILED%|%2024-08-26T03:40:35%|%00:00.017%|%%|%00:00.022%|%00:00.005%|%
64%|%1%|%0%|%2024-08-26T03:40:35%|%2:0%|%%|%%|%100753.6%|%gmx%|%64%|%1%|%icpnp139%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:35%|%FAILED%|%2024-08-26T03:40:35%|%00:00.007%|%%|%00:00.020%|%00:00.012%|%
64%|%1%|%64%|%2024-08-26T03:40:36%|%2:0%|%%|%%|%100753.7%|%gmx%|%64%|%1%|%icpnp139%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:35%|%FAILED%|%2024-08-26T03:40:35%|%00:00.009%|%%|%00:00.019%|%00:00.009%|%
64%|%1%|%0%|%2024-08-26T03:40:36%|%2:0%|%%|%%|%100753.8%|%gmx%|%64%|%1%|%icpnp139%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:36%|%FAILED%|%2024-08-26T03:40:36%|%00:00.013%|%%|%00:00.023%|%00:00.010%|%
64%|%1%|%0%|%2024-08-26T03:40:36%|%2:0%|%%|%%|%100753.9%|%gmx%|%64%|%1%|%icpnp139%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:36%|%FAILED%|%2024-08-26T03:40:36%|%00:00.015%|%%|%00:00.022%|%00:00.007%|%
64%|%1%|%64%|%2024-08-26T03:40:37%|%2:0%|%%|%%|%100753.10%|%gmx%|%64%|%1%|%icpnp139%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:36%|%FAILED%|%2024-08-26T03:40:36%|%00:00.014%|%%|%00:00.022%|%00:00.008%|%
64%|%1%|%0%|%2024-08-26T03:40:37%|%2:0%|%%|%%|%100753.11%|%gmx%|%64%|%1%|%icpnp139%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:37%|%FAILED%|%2024-08-26T03:40:37%|%00:00.003%|%%|%00:00.017%|%00:00.014%|%
64%|%1%|%0%|%2024-08-26T03:40:37%|%2:0%|%%|%%|%100753.12%|%gmx%|%64%|%1%|%icpnp139%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:37%|%FAILED%|%2024-08-26T03:40:37%|%00:00.014%|%%|%00:00.020%|%00:00.006%|%
64%|%1%|%0%|%2024-08-26T03:40:37%|%2:0%|%%|%%|%100753.13%|%gmx%|%64%|%1%|%icpnp139%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:37%|%FAILED%|%2024-08-26T03:40:37%|%00:00.008%|%%|%00:00.020%|%00:00.012%|%
64%|%1%|%64%|%2024-08-26T03:40:38%|%2:0%|%%|%%|%100753.14%|%gmx%|%64%|%1%|%icpnp139%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:37%|%FAILED%|%2024-08-26T03:40:37%|%00:00.016%|%%|%00:00.023%|%00:00.006%|%
64%|%1%|%0%|%2024-08-26T03:40:38%|%2:0%|%%|%%|%100753.15%|%gmx%|%64%|%1%|%icpnp139%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:38%|%FAILED%|%2024-08-26T03:40:38%|%00:00.019%|%%|%00:00.025%|%00:00.005%|%
64%|%1%|%320%|%2024-08-26T03:40:38%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100754%|%membrane%|%64%|%1%|%icpnp121%|%%|%ct112%|%64%|%275712M%|%0.00M%|%2024-08-26T03:40:33%|%COMPLETED%|%2024-08-25T20:55:06%|%00:00.344%|%5760%|%00:00.599%|%00:00.255%|%
64%|%1%|%320%|%2024-08-26T03:40:38%|%0:0%|%%|%%|%100754.batch%|%batch%|%64%|%1%|%icpnp121%|%1%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:33%|%COMPLETED%|%2024-08-26T03:40:33%|%00:00.120%|%%|%00:00.220%|%00:00.100%|%
64%|%1%|%320%|%2024-08-26T03:40:38%|%0:0%|%%|%%|%100754.extern%|%extern%|%64%|%1%|%icpnp121%|%1%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:33%|%COMPLETED%|%2024-08-26T03:40:33%|%00:00.001%|%%|%00:00.001%|%00:00:00%|%
64%|%1%|%64%|%2024-08-26T03:40:34%|%2:0%|%%|%%|%100754.0%|%gmx%|%64%|%1%|%icpnp121%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:33%|%FAILED%|%2024-08-26T03:40:33%|%00:00.023%|%%|%00:00.031%|%00:00.007%|%
64%|%1%|%0%|%2024-08-26T03:40:34%|%2:0%|%%|%%|%100754.1%|%gmx%|%64%|%1%|%icpnp121%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:34%|%FAILED%|%2024-08-26T03:40:34%|%00:00.018%|%%|%00:00.023%|%00:00.005%|%
64%|%1%|%0%|%2024-08-26T03:40:34%|%2:0%|%%|%%|%100754.2%|%gmx%|%64%|%1%|%icpnp121%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:34%|%FAILED%|%2024-08-26T03:40:34%|%00:00.010%|%%|%00:00.023%|%00:00.013%|%
64%|%1%|%64%|%2024-08-26T03:40:35%|%2:0%|%%|%%|%100754.3%|%gmx%|%64%|%1%|%icpnp121%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:34%|%FAILED%|%2024-08-26T03:40:34%|%00:00.015%|%%|%00:00.022%|%00:00.007%|%
64%|%1%|%0%|%2024-08-26T03:40:35%|%2:0%|%%|%%|%100754.4%|%gmx%|%64%|%1%|%icpnp121%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:35%|%FAILED%|%2024-08-26T03:40:35%|%00:00.012%|%%|%00:00.021%|%00:00.008%|%
64%|%1%|%0%|%2024-08-26T03:40:35%|%2:0%|%%|%%|%100754.5%|%gmx%|%64%|%1%|%icpnp121%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:35%|%FAILED%|%2024-08-26T03:40:35%|%00:00.006%|%%|%00:00.022%|%00:00.016%|%
64%|%1%|%0%|%2024-08-26T03:40:35%|%2:0%|%%|%%|%100754.6%|%gmx%|%64%|%1%|%icpnp121%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:35%|%FAILED%|%2024-08-26T03:40:35%|%00:00.010%|%%|%00:00.024%|%00:00.014%|%
64%|%1%|%64%|%2024-08-26T03:40:36%|%2:0%|%%|%%|%100754.7%|%gmx%|%64%|%1%|%icpnp121%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:35%|%FAILED%|%2024-08-26T03:40:35%|%00:00.012%|%%|%00:00.023%|%00:00.010%|%
64%|%1%|%0%|%2024-08-26T03:40:36%|%2:0%|%%|%%|%100754.8%|%gmx%|%64%|%1%|%icpnp121%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:36%|%FAILED%|%2024-08-26T03:40:36%|%00:00.012%|%%|%00:00.019%|%00:00.006%|%
64%|%1%|%0%|%2024-08-26T03:40:36%|%2:0%|%%|%%|%100754.9%|%gmx%|%64%|%1%|%icpnp121%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:36%|%FAILED%|%2024-08-26T03:40:36%|%00:00.019%|%%|%00:00.024%|%00:00.004%|%
64%|%1%|%0%|%2024-08-26T03:40:36%|%2:0%|%%|%%|%100754.10%|%gmx%|%64%|%1%|%icpnp121%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:36%|%FAILED%|%2024-08-26T03:40:36%|%00:00.011%|%%|%00:00.020%|%00:00.008%|%
64%|%1%|%64%|%2024-08-26T03:40:37%|%2:0%|%%|%%|%100754.11%|%gmx%|%64%|%1%|%icpnp121%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:36%|%FAILED%|%2024-08-26T03:40:36%|%00:00.017%|%%|%00:00.023%|%00:00.005%|%
64%|%1%|%0%|%2024-08-26T03:40:37%|%2:0%|%%|%%|%100754.12%|%gmx%|%64%|%1%|%icpnp121%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:37%|%FAILED%|%2024-08-26T03:40:37%|%00:00.010%|%%|%00:00.024%|%00:00.014%|%
64%|%1%|%0%|%2024-08-26T03:40:37%|%2:0%|%%|%%|%100754.13%|%gmx%|%64%|%1%|%icpnp121%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:37%|%FAILED%|%2024-08-26T03:40:37%|%00:00.016%|%%|%00:00.024%|%00:00.007%|%
64%|%1%|%0%|%2024-08-26T03:40:37%|%2:0%|%%|%%|%100754.14%|%gmx%|%64%|%1%|%icpnp121%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:37%|%FAILED%|%2024-08-26T03:40:37%|%00:00.010%|%%|%00:00.025%|%00:00.014%|%
64%|%1%|%64%|%2024-08-26T03:40:38%|%2:0%|%%|%%|%100754.15%|%gmx%|%64%|%1%|%icpnp121%|%16%|%%|%64%|%%|%0.00M%|%2024-08-26T03:40:37%|%FAILED%|%2024-08-26T03:40:37%|%00:00.014%|%%|%00:00.023%|%00:00.008%|%
20%|%1%|%5360%|%2024-08-26T09:09:15%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100755%|%Pd-Cl2-POHR2-0113%|%20%|%1%|%icpnp101%|%%|%ct112%|%20%|%86160M%|%0.00M%|%2024-08-26T09:04:47%|%COMPLETED%|%2024-08-25T21:17:18%|%00:09.225%|%5760%|%01:25:31%|%01:25:22%|%
20%|%1%|%5360%|%2024-08-26T09:09:15%|%0:0%|%%|%%|%100755.batch%|%batch%|%20%|%1%|%icpnp101%|%1%|%%|%20%|%%|%0.00M%|%2024-08-26T09:04:47%|%COMPLETED%|%2024-08-26T09:04:47%|%00:09.224%|%%|%01:25:31%|%01:25:22%|%
20%|%1%|%5360%|%2024-08-26T09:09:15%|%0:0%|%%|%%|%100755.extern%|%extern%|%20%|%1%|%icpnp101%|%1%|%%|%20%|%%|%0.00M%|%2024-08-26T09:04:47%|%COMPLETED%|%2024-08-26T09:04:47%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
16%|%1%|%131952%|%2024-08-26T11:09:03%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100756%|%0816%|%16%|%1%|%icpnp128%|%%|%ct112%|%8%|%66560M%|%0.00M%|%2024-08-26T08:51:36%|%COMPLETED%|%2024-08-25T21:18:04%|%25:16.999%|%5760%|%16:58:02%|%16:32:45%|%
16%|%1%|%131952%|%2024-08-26T11:09:03%|%0:0%|%%|%%|%100756.batch%|%batch%|%16%|%1%|%icpnp128%|%1%|%%|%16%|%%|%0.00M%|%2024-08-26T08:51:36%|%COMPLETED%|%2024-08-26T08:51:36%|%25:16.998%|%%|%16:58:02%|%16:32:45%|%
16%|%1%|%131952%|%2024-08-26T11:09:03%|%0:0%|%%|%%|%100756.extern%|%extern%|%16%|%1%|%icpnp128%|%1%|%%|%16%|%%|%0.00M%|%2024-08-26T08:51:36%|%COMPLETED%|%2024-08-26T08:51:36%|%00:00:00%|%%|%00:00.001%|%00:00:00%|%
10%|%0%|%0%|%2024-08-25T21:29:47%|%0:0%|%StartRecieved%|%example%|%100757%|%hexane.in%|%10%|%1%|%None assigned%|%%|%ct112%|%10%|%43080M%|%0.00M%|%None%|%CANCELLED by 11333%|%2024-08-25T21:28:44%|%00:00:00%|%Partition_Limit%|%00:00:00%|%00:00:00%|%
448%|%4%|%5121984%|%2024-08-26T05:55:17%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100758%|%run.YC_CESM214_test03_B1850-ts%|%448%|%4%|%icpnp[329-332]%|%%|%development%|%448%|%1929984M%|%0.00M%|%2024-08-26T02:44:44%|%COMPLETED%|%2024-08-25T21:29:00%|%17:17.378%|%240%|%58-20:15:46%|%58-19:58:28%|%
112%|%1%|%1280496%|%2024-08-26T05:55:17%|%0:0%|%%|%%|%100758.batch%|%batch%|%112%|%1%|%icpnp329%|%1%|%%|%112%|%%|%0.00M%|%2024-08-26T02:44:44%|%COMPLETED%|%2024-08-26T02:44:44%|%00:01.879%|%%|%00:04.897%|%00:03.018%|%
448%|%4%|%5121984%|%2024-08-26T05:55:17%|%0:0%|%%|%%|%100758.extern%|%extern%|%448%|%4%|%icpnp[329-332]%|%4%|%%|%448%|%%|%0.00M%|%2024-08-26T02:44:44%|%COMPLETED%|%2024-08-26T02:44:44%|%00:00:00%|%%|%00:00.002%|%00:00.001%|%
448%|%4%|%5119744%|%2024-08-26T05:55:16%|%0:0%|%%|%%|%100758.0%|%hydra_bstrap_proxy%|%448%|%4%|%icpnp[329-332]%|%4%|%%|%448%|%%|%0.00M%|%2024-08-26T02:44:48%|%COMPLETED%|%2024-08-26T02:44:48%|%17:15.498%|%%|%58-20:15:41%|%58-19:58:25%|%
56%|%1%|%4592%|%2024-08-25T23:34:55%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100759%|%hexane.in%|%56%|%1%|%icpnp344%|%%|%development%|%56%|%241248M%|%0.00M%|%2024-08-25T23:33:33%|%COMPLETED%|%2024-08-25T21:29:44%|%01:19.763%|%480%|%13:16.341%|%11:56.578%|%
56%|%1%|%4592%|%2024-08-25T23:34:55%|%0:0%|%%|%%|%100759.batch%|%batch%|%56%|%1%|%icpnp344%|%1%|%%|%56%|%%|%0.00M%|%2024-08-25T23:33:33%|%COMPLETED%|%2024-08-25T23:33:33%|%01:19.763%|%%|%13:16.340%|%11:56.577%|%
56%|%1%|%4592%|%2024-08-25T23:34:55%|%0:0%|%%|%%|%100759.extern%|%extern%|%56%|%1%|%icpnp344%|%1%|%%|%56%|%%|%0.00M%|%2024-08-25T23:33:33%|%COMPLETED%|%2024-08-25T23:33:33%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
56%|%1%|%10808%|%2024-08-25T23:38:16%|%0:0%|%SchedBackfill,StartRecieved%|%example%|%100760%|%hexane_otbs.in%|%56%|%1%|%icpnp322%|%%|%development%|%56%|%241248M%|%0.00M%|%2024-08-25T23:35:03%|%COMPLETED%|%2024-08-25T21:30:32%|%04:28.776%|%480%|%01:20:55%|%01:16:26%|%
56%|%1%|%10808%|%2024-08-25T23:38:16%|%0:0%|%%|%%|%100760.batch%|%batch%|%56%|%1%|%icpnp322%|%1%|%%|%56%|%%|%0.00M%|%2024-08-25T23:35:03%|%COMPLETED%|%2024-08-25T23:35:03%|%04:28.776%|%%|%01:20:55%|%01:16:26%|%
56%|%1%|%10808%|%2024-08-25T23:38:16%|%0:0%|%%|%%|%100760.extern%|%extern%|%56%|%1%|%icpnp322%|%1%|%%|%56%|%%|%0.00M%|%2024-08-25T23:35:03%|%COMPLETED%|%2024-08-25T23:35:03%|%00:00:00%|%%|%00:00:00%|%00:00:00%|%
700%|%5%|%442400%|%2024-08-25T22:33:20%|%6:0%|%SchedBackfill,StartRecieved%|%example%|%100761%|%job%|%700%|%5%|%ncpn[35-39]%|%%|%arm1440%|%700%|%1087800M%|%0.00M%|%2024-08-25T22:22:48%|%FAILED%|%2024-08-25T21:53:06%|%05:10:37%|%2880%|%4-21:06:48%|%4-15:56:10%|%
144%|%1%|%91008%|%2024-08-25T22:33:20%|%6:0%|%%|%%|%100761.batch%|%batch%|%144%|%1%|%ncpn35%|%1%|%%|%144%|%%|%0.00M%|%2024-08-25T22:22:48%|%FAILED%|%2024-08-25T22:22:48%|%01:14:44%|%%|%1-00:00:02%|%22:45:17%|%
